N,sigma,epsilon,delta,method,rep,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,19,0.2,0.02,0.2,0.0002230711397714913,0.9997611045837402,0.00022520226775668561
100,2.0,2.668102829441137,1e-05,gaussian,19,0.2,0.02,0.2,0.18743163347244263,0.024027351289987564,0.18563655018806458
100,2.0,2.668102829441137,1e-05,edge_flip,19,0.2,0.02,0.2,0.180593341588974,0.021968776360154152,0.1946641206741333
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,0,0.2,0.02,0.2,0.00021605365327559412,0.9997738599777222,0.00021848102915100753
100,5.0,1.0338953100711687,1e-05,gaussian,0,0.2,0.02,0.2,0.18928273022174835,0.023050101473927498,0.17407818138599396
100,5.0,1.0338953100711687,1e-05,edge_flip,0,0.2,0.02,0.2,0.2140612006187439,0.03717414289712906,0.1951703578233719
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,1,0.2,0.02,0.2,0.00022882358462084085,0.9997621774673462,0.0002270234836032614
100,5.0,1.0338953100711687,1e-05,gaussian,1,0.2,0.02,0.2,0.21315275132656097,0.016864949837327003,0.18657930195331573
100,5.0,1.0338953100711687,1e-05,edge_flip,1,0.2,0.02,0.2,0.2484082132577896,0.03801564499735832,0.17112745344638824
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,2,0.2,0.02,0.2,0.00022252170310821384,0.9997683167457581,0.000222816554014571
100,5.0,1.0338953100711687,1e-05,gaussian,2,0.2,0.02,0.2,0.20852278172969818,0.0237002931535244,0.19017888605594635
100,5.0,1.0338953100711687,1e-05,edge_flip,2,0.2,0.02,0.2,0.1917356550693512,0.0,0.1470845490694046
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,3,0.2,0.02,0.2,0.00020456832135096192,0.9997546076774597,0.00020259195298422128
100,5.0,1.0338953100711687,1e-05,gaussian,3,0.2,0.02,0.2,0.20806550979614258,0.02947562374174595,0.2101479023694992
100,5.0,1.0338953100711687,1e-05,edge_flip,3,0.2,0.02,0.2,0.19688770174980164,0.03212513402104378,0.2071918100118637
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,4,0.2,0.02,0.2,0.00021277541236486286,0.999756395816803,0.0002103512524627149
100,5.0,1.0338953100711687,1e-05,gaussian,4,0.2,0.02,0.2,0.21408826112747192,0.01891694962978363,0.18385347723960876
100,5.0,1.0338953100711687,1e-05,edge_flip,4,0.2,0.02,0.2,0.22264795005321503,0.0,0.24325615167617798
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,5,0.2,0.02,0.2,0.00021791040489915758,0.9997553825378418,0.00021898916747886688
100,5.0,1.0338953100711687,1e-05,gaussian,5,0.2,0.02,0.2,0.19875432550907135,0.020318811759352684,0.198441743850708
100,5.0,1.0338953100711687,1e-05,edge_flip,5,0.2,0.02,0.2,0.16769275069236755,0.023710118606686592,0.23810410499572754
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,6,0.2,0.02,0.2,0.00022069721308071166,0.9997650384902954,0.0002235205756733194
100,5.0,1.0338953100711687,1e-05,gaussian,6,0.2,0.02,0.2,0.18103931844234467,0.02159026823937893,0.18653535842895508
100,5.0,1.0338953100711687,1e-05,edge_flip,6,0.2,0.02,0.2,0.21921326220035553,0.0615776889026165,0.17971420288085938
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,7,0.2,0.02,0.2,0.00023120929836295545,0.9997720122337341,0.00022751218057237566
100,5.0,1.0338953100711687,1e-05,gaussian,7,0.2,0.02,0.2,0.18133021891117096,0.02179616130888462,0.20250093936920166
100,5.0,1.0338953100711687,1e-05,edge_flip,7,0.2,0.02,0.2,0.18658360838890076,0.010246092453598976,0.2518429160118103
