N,sigma,epsilon,delta,method,rep,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,11,0.2,0.02,0.2,0.2217446267604828,0.03865940496325493,0.20851530134677887
100,2.0,2.668102829441137,1e-05,gaussian,11,0.2,0.02,0.2,0.20280821621418,0.019404495134949684,0.2038152515888214
100,2.0,2.668102829441137,1e-05,edge_flip,11,0.2,0.02,0.2,0.1946641206741333,0.019210902974009514,0.1927880197763443
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,12,0.2,0.02,0.2,0.21582858264446259,0.02954232692718506,0.19408737123012543
100,2.0,2.668102829441137,1e-05,gaussian,12,0.2,0.02,0.2,0.19302800297737122,0.017559470608830452,0.2002740055322647
100,2.0,2.668102829441137,1e-05,edge_flip,12,0.2,0.02,0.2,0.1956021785736084,0.016453031450510025,0.1918499618768692
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,13,0.2,0.02,0.2,0.22070473432540894,0.03109520487487316,0.20567263662815094
100,2.0,2.668102829441137,1e-05,gaussian,13,0.2,0.02,0.2,0.2025323063135147,0.017836568877100945,0.2043941468000412
100,2.0,2.668102829441137,1e-05,edge_flip,13,0.2,0.02,0.2,0.2124871015548706,0.023807357996702194,0.2049826979637146
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,14,0.2,0.02,0.2,0.21528315544128418,0.03383504971861839,0.21860869228839874
100,2.0,2.668102829441137,1e-05,gaussian,14,0.2,0.02,0.2,0.19801563024520874,0.01528098713606596,0.18325175344944
100,2.0,2.668102829441137,1e-05,edge_flip,14,0.2,0.02,0.2,0.1927880197763443,0.02013019472360611,0.1899738609790802
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,15,0.2,0.02,0.2,0.1841142475605011,0.028006991371512413,0.1914602518081665
100,2.0,2.668102829441137,1e-05,gaussian,15,0.2,0.02,0.2,0.2010045200586319,0.018923824653029442,0.19789338111877441
100,2.0,2.668102829441137,1e-05,edge_flip,15,0.2,0.02,0.2,0.2124871015548706,0.021968776360154152,0.2040446400642395
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,16,0.2,0.02,0.2,0.21133272349834442,0.051947060972452164,0.2317197173833847
100,2.0,2.668102829441137,1e-05,gaussian,16,0.2,0.02,0.2,0.20812484622001648,0.02640376053750515,0.20899492502212524
100,2.0,2.668102829441137,1e-05,edge_flip,16,0.2,0.02,0.2,0.1918499618768692,0.03713707625865936,0.2096729576587677
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,17,0.2,0.02,0.2,0.21830567717552185,0.039596643298864365,0.18254809081554413
100,2.0,2.668102829441137,1e-05,gaussian,17,0.2,0.02,0.2,0.2011241912841797,0.025648411363363266,0.19897550344467163
100,2.0,2.668102829441137,1e-05,edge_flip,17,0.2,0.02,0.2,0.1974782794713974,0.02610558457672596,0.2181154191493988
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,18,0.2,0.02,0.2,0.2031257450580597,0.03591776266694069,0.21207894384860992
100,2.0,2.668102829441137,1e-05,gaussian,18,0.2,0.02,0.2,0.18184268474578857,0.021414117887616158,0.17453163862228394
100,2.0,2.668102829441137,1e-05,edge_flip,18,0.2,0.02,0.2,0.1890358179807663,0.01185657735913992,0.1730889230966568
100,2.0,2.668102829441137,1e-05,sbm_dpsgd,19,0.2,0.02,0.2,0.23338940739631653,0.040495436638593674,0.18228112161159515
100,2.0,2.668102829441137,1e-05,gaussian,19,0.2,0.02,0.2,0.19010403752326965,0.01957271434366703,0.17604489624500275
100,2.0,2.668102829441137,1e-05,edge_flip,19,0.2,0.02,0.2,0.1890358179807663,0.025645939633250237,0.1834075003862381
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,0,0.2,0.02,0.2,0.208156019449234,0.04343114420771599,0.18144801259040833
100,5.0,1.0338953100711687,1e-05,gaussian,0,0.2,0.02,0.2,0.206036776304245,0.03894355520606041,0.190105140209198
100,5.0,1.0338953100711687,1e-05,edge_flip,0,0.2,0.02,0.2,0.1694100946187973,0.01866110786795616,0.16082334518432617
100,5.0,1.0338953100711687,1e-05,sbm_dpsgd,1,0.2,0.02,0.2,0.252339631319046,0.05062064528465271,0.2036886215209961
