regime,N,p,q,sigma,epsilon,rep,method,epsilon_gamma,epsilon_beta,epsilon_rho,epochs,epochs_gamma,epochs_beta,delta,n_fit,mean_degree,lcc_size,lcc_frac,n_components,n_isolated,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11,nmi
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,15,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,481,3.316,481,0.962,18,16,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.1103479415178299,0.006185013800859451,0.11782421171665192,0.0001424525470606363
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,inf,16,spectral,,,,,,,1e-05,485,3.412,485,0.97,16,15,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.007376478775226166,0.0004166666666666667,0.4,0.0005937451915917222
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,16,edge_flip_vem,,,,227,,,1e-05,485,3.412,485,0.97,16,15,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.007267615292221308,0.0,0.0,0.0
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,16,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,485,3.412,485,0.97,16,15,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.11032070219516754,0.006247295066714287,0.11760226637125015,0.0013687706785872403
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,inf,17,spectral,,,,,,,1e-05,475,3.288,475,0.95,22,17,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.013204819277108433,0.0009955555555555555,0.013928571428571429,0.6410154172434638
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,17,edge_flip_vem,,,,249,,,1e-05,475,3.288,475,0.95,22,17,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.0,0.0,0.0072662667371332645,0.0
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,17,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,475,3.288,475,0.95,22,17,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.10758744180202484,0.006329100113362074,0.12124473601579666,0.002361396250154963
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,inf,18,spectral,,,,,,,1e-05,481,3.344,481,0.962,19,17,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.013256425824731835,0.0010894376426644533,0.013552170492741185,0.6648789075419448
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,18,edge_flip_vem,,,,346,,,1e-05,481,3.344,481,0.962,19,17,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.0,0.02500000037252903,0.007159011904150248,0.004138333373900589
relatively_sparse,500,0.012429216196844383,0.0012429216196844384,0.5,75.26107361311833,18,sbm_dpsgd_all_noised,70.77218472422943,12.423129399151788,1.0338953100711687,11.0,6.0,5.0,1e-05,481,3.344,481,0.962,19,17,0.012429216196844383,0.0012429216196844384,0.012429216196844383,0.12921474874019623,0.006514839828014374,0.10157008469104767,0.004723572157869013
