N,K,dc_sigma,normalize_weights,sigma,epsilon,rep,method,epsilon_gamma,epsilon_beta,epsilon_rho,epochs,epochs_gamma,epochs_beta,delta,mean_degree,degree_cv,max_degree,min_degree,weight_mean,weight_cv,lcc_size,lcc_frac,n_components,n_isolated,beta_nominal_00,beta_nominal_01,beta_nominal_11,beta_true_00,beta_true_01,beta_true_11,beta_est_00,beta_est_01,beta_est_11,nmi
500,2,0.25,True,1.0,27.449962502007253,17,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,55.288,0.23018646464620882,100,30,1.0,0.1911140276283385,500,1.0,1,0,0.2,0.02,0.2,0.20160642570281123,0.020432,0.20144578313253012,0.21478722989559174,0.012060384266078472,0.2264689803123474,1.0
500,2,0.25,True,1.0,27.449962502007253,18,edge_flip_vem,,,,190,,,1e-05,55.64,0.2191240652761189,109,29,1.0,0.1902344823252059,500,1.0,1,0,0.2,0.02,0.2,0.20604016064257027,0.02064,0.19942168674698796,0.199421688914299,0.020640000700950623,0.206040158867836,1.0
500,2,0.25,True,1.0,27.449962502007253,18,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,55.64,0.2191240652761189,109,29,1.0,0.1902344823252059,500,1.0,1,0,0.2,0.02,0.2,0.20604016064257027,0.02064,0.19942168674698796,0.22384999692440033,0.012768673710525036,0.2221306413412094,1.0
500,2,0.25,True,1.0,27.449962502007253,19,edge_flip_vem,,,,289,,,1e-05,54.344,0.22530104899775277,104,29,0.9999999999999998,0.1941465144313283,500,1.0,1,0,0.2,0.02,0.2,0.19604819277108435,0.020288,0.19971084337349398,0.19971084594726562,0.020287999883294106,0.19604820013046265,1.0
500,2,0.25,True,1.0,27.449962502007253,19,sbm_dpsgd_all_noised,26.32774027978503,5.635918426327381,0.5431122541136532,11.0,6.0,5.0,1e-05,54.344,0.22530104899775277,104,29,0.9999999999999998,0.1941465144313283,500,1.0,1,0,0.2,0.02,0.2,0.19604819277108435,0.020288,0.19971084337349398,0.20698267221450806,0.011105062440037727,0.22813692688941956,1.0
500,2,0.25,True,2.0,11.732851621374003,0,edge_flip_vem,,,,236,,,1e-05,54.804,0.2271168276168213,95,26,1.0,0.1818459768096851,500,1.0,1,0,0.2,0.02,0.2,0.1984578313253012,0.019616,0.20234538152610443,0.19845299422740936,0.019608289003372192,0.20234060287475586,1.0
500,2,0.25,True,2.0,11.732851621374003,0,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,54.804,0.2271168276168213,95,26,1.0,0.1818459768096851,500,1.0,1,0,0.2,0.02,0.2,0.1984578313253012,0.019616,0.20234538152610443,0.21671020984649658,0.023140117526054382,0.19458860158920288,0.8267922275699815
500,2,0.25,True,2.0,11.732851621374003,1,edge_flip_vem,,,,327,,,1e-05,54.552,0.22863215353642743,105,31,1.0,0.19798177436587147,500,1.0,1,0,0.2,0.02,0.2,0.19816867469879518,0.019552,0.20073895582329318,0.20073415338993073,0.019544288516044617,0.19816383719444275,1.0
500,2,0.25,True,2.0,11.732851621374003,1,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,54.552,0.22863215353642743,105,31,1.0,0.19798177436587147,500,1.0,1,0,0.2,0.02,0.2,0.19816867469879518,0.019552,0.20073895582329318,0.22824715077877045,0.01216067560017109,0.21209119260311127,1.0
500,2,0.25,True,2.0,11.732851621374003,2,edge_flip_vem,,,,263,,,1e-05,54.748,0.23953073037393552,107,30,1.0,0.20102710900174986,500,1.0,1,0,0.2,0.02,0.2,0.20035341365461848,0.020032,0.19916465863453817,0.19915983080863953,0.020040296018123627,0.2003486007452011,1.0
500,2,0.25,True,2.0,11.732851621374003,2,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,54.748,0.23953073037393552,107,30,1.0,0.20102710900174986,500,1.0,1,0,0.2,0.02,0.2,0.20035341365461848,0.020032,0.19916465863453817,0.21280190348625183,0.01216504443436861,0.22452449798583984,1.0
500,2,0.25,True,2.0,11.732851621374003,3,edge_flip_vem,,,,107,,,1e-05,54.7,0.22502632249762164,102,26,1.0,0.18754822882736677,500,1.0,1,0,0.2,0.02,0.2,0.19103614457831325,0.019696,0.2087710843373494,0.19103118777275085,0.019736291840672493,0.20873427391052246,1.0
500,2,0.25,True,2.0,11.732851621374003,3,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,54.7,0.22502632249762164,102,26,1.0,0.18754822882736677,500,1.0,1,0,0.2,0.02,0.2,0.19103614457831325,0.019696,0.2087710843373494,0.22457563877105713,0.012226144783198833,0.20773808658123016,1.0
500,2,0.25,True,2.0,11.732851621374003,4,edge_flip_vem,,,,184,,,1e-05,54.12,0.2219492628497291,97,25,1.0,0.19149466541108426,500,1.0,1,0,0.2,0.02,0.2,0.19823293172690762,0.0192,0.19791164658634539,0.19787466526031494,0.019208282232284546,0.19822809100151062,1.0
500,2,0.25,True,2.0,11.732851621374003,4,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,54.12,0.2219492628497291,97,25,1.0,0.19149466541108426,500,1.0,1,0,0.2,0.02,0.2,0.19823293172690762,0.0192,0.19791164658634539,0.21309904754161835,0.010995379649102688,0.22563962638378143,1.0
500,2,0.25,True,2.0,11.732851621374003,5,edge_flip_vem,,,,208,,,1e-05,55.28,0.22819856521621606,107,27,0.9999999999999999,0.19839433549216073,500,1.0,1,0,0.2,0.02,0.2,0.19659437751004016,0.020576,0.20610441767068274,0.20613183081150055,0.020568303763866425,0.19655737280845642,1.0
500,2,0.25,True,2.0,11.732851621374003,5,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,55.28,0.22819856521621606,107,27,0.9999999999999999,0.19839433549216073,500,1.0,1,0,0.2,0.02,0.2,0.19659437751004016,0.020576,0.20610441767068274,0.22151653468608856,0.011858802288770676,0.21315066516399384,1.0
500,2,0.25,True,2.0,11.732851621374003,6,edge_flip_vem,,,,309,,,1e-05,54.704,0.2227968442614694,93,29,1.0000000000000002,0.19290200463445561,500,1.0,1,0,0.2,0.02,0.2,0.198714859437751,0.02088,0.19874698795180723,0.19871002435684204,0.020872309803962708,0.19874215126037598,1.0
500,2,0.25,True,2.0,11.732851621374003,6,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,54.704,0.2227968442614694,93,29,1.0000000000000002,0.19290200463445561,500,1.0,1,0,0.2,0.02,0.2,0.198714859437751,0.02088,0.19874698795180723,0.22857841849327087,0.012360322289168835,0.20865043997764587,0.981182940453905
500,2,0.25,True,2.0,11.732851621374003,7,edge_flip_vem,,,,402,,,1e-05,55.312,0.2120124903653836,97,31,1.0,0.17994191612260307,500,1.0,1,0,0.2,0.02,0.2,0.19938955823293172,0.021344,0.20202409638554217,0.08294472098350525,0.11973264813423157,0.165011927485466,0.0018456273715596366
500,2,0.25,True,2.0,11.732851621374003,7,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,55.312,0.2120124903653836,97,31,1.0,0.17994191612260307,500,1.0,1,0,0.2,0.02,0.2,0.19938955823293172,0.021344,0.20202409638554217,0.2245461344718933,0.013597252778708935,0.21757374703884125,1.0
500,2,0.25,True,2.0,11.732851621374003,8,edge_flip_vem,,,,273,,,1e-05,54.956,0.23201203657710764,104,29,1.0,0.19037711277843733,500,1.0,1,0,0.2,0.02,0.2,0.20324497991967871,0.020384,0.19723694779116466,0.19723208248615265,0.02037630043923855,0.20327234268188477,1.0
500,2,0.25,True,2.0,11.732851621374003,8,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,54.956,0.23201203657710764,104,29,1.0,0.19037711277843733,500,1.0,1,0,0.2,0.02,0.2,0.20324497991967871,0.020384,0.19723694779116466,0.1987709403038025,0.02100258320569992,0.21650555729866028,0.8161375653872441
500,2,0.25,True,2.0,11.732851621374003,9,edge_flip_vem,,,,206,,,1e-05,55.076,0.22560436981011217,108,31,1.0,0.19729482192183767,500,1.0,1,0,0.2,0.02,0.2,0.19749397590361445,0.019536,0.20565461847389557,0.19748912751674652,0.019544288516044617,0.20564989745616913,1.0
500,2,0.25,True,2.0,11.732851621374003,9,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,55.076,0.22560436981011217,108,31,1.0,0.19729482192183767,500,1.0,1,0,0.2,0.02,0.2,0.19749397590361445,0.019536,0.20565461847389557,0.2215491533279419,0.011819398030638695,0.2192106395959854,1.0
500,2,0.25,True,2.0,11.732851621374003,10,edge_flip_vem,,,,396,,,1e-05,55.156,0.21419329176377871,120,28,0.9999999999999998,0.18243706516840116,500,1.0,1,0,0.2,0.02,0.2,0.20250602409638555,0.020528,0.19929317269076305,0.19928833842277527,0.020520303398370743,0.20250125229358673,1.0
500,2,0.25,True,2.0,11.732851621374003,10,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,55.156,0.21419329176377871,120,28,0.9999999999999998,0.18243706516840116,500,1.0,1,0,0.2,0.02,0.2,0.20250602409638555,0.020528,0.19929317269076305,0.21195723116397858,0.012389453127980232,0.23333685100078583,1.0
500,2,0.25,True,2.0,11.732851621374003,11,edge_flip_vem,,,,121,,,1e-05,54.956,0.22164504515556593,96,30,1.0,0.18196196362354547,500,1.0,1,0,0.2,0.02,0.2,0.20266666666666666,0.020368,0.19784738955823294,0.20269402861595154,0.020360300317406654,0.197842538356781,1.0
500,2,0.25,True,2.0,11.732851621374003,11,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,54.956,0.22164504515556593,96,30,1.0,0.18196196362354547,500,1.0,1,0,0.2,0.02,0.2,0.20266666666666666,0.020368,0.19784738955823294,0.1896977722644806,0.02691449224948883,0.2170865833759308,0.7791537886116198
500,2,0.25,True,2.0,11.732851621374003,12,edge_flip_vem,,,,251,,,1e-05,55.4,0.2263108913222625,95,29,1.0,0.18584632291097594,500,1.0,1,0,0.2,0.02,0.2,0.20584738955823292,0.020464,0.19804016064257027,0.20584267377853394,0.020456302911043167,0.19806744158267975,1.0
500,2,0.25,True,2.0,11.732851621374003,12,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,55.4,0.2263108913222625,95,29,1.0,0.18584632291097594,500,1.0,1,0,0.2,0.02,0.2,0.20584738955823292,0.020464,0.19804016064257027,0.2101072072982788,0.011122367344796658,0.22768141329288483,1.0
500,2,0.25,True,2.0,11.732851621374003,13,edge_flip_vem,,,,196,,,1e-05,54.864,0.22456643649322008,108,30,1.0,0.19408397750982131,500,1.0,1,0,0.2,0.02,0.2,0.20048192771084336,0.020288,0.19945381526104417,0.20047712326049805,0.020280299708247185,0.19944898784160614,1.0
500,2,0.25,True,2.0,11.732851621374003,13,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,54.864,0.22456643649322008,108,30,1.0,0.19408397750982131,500,1.0,1,0,0.2,0.02,0.2,0.20048192771084336,0.020288,0.19945381526104417,0.2228778600692749,0.011960363015532494,0.21476441621780396,1.0
500,2,0.25,True,2.0,11.732851621374003,14,edge_flip_vem,,,,314,,,1e-05,54.868,0.23397145075093514,110,30,1.0,0.19037241613624162,500,1.0,1,0,0.2,0.02,0.2,0.19784738955823294,0.01992,0.202859437751004,0.20285466313362122,0.01992829330265522,0.19781041145324707,1.0
500,2,0.25,True,2.0,11.732851621374003,14,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,54.868,0.23397145075093514,110,30,1.0,0.19037241613624162,500,1.0,1,0,0.2,0.02,0.2,0.19784738955823294,0.01992,0.202859437751004,0.18378300964832306,0.08952268213033676,0.1661568284034729,0.3036450634794337
500,2,0.25,True,2.0,11.732851621374003,15,edge_flip_vem,,,,438,,,1e-05,54.82,0.22384624142604936,98,32,1.0,0.1839386205673729,500,1.0,1,0,0.2,0.02,0.2,0.20118875502008032,0.019504,0.19996787148594378,0.1999630481004715,0.01951228827238083,0.2011839598417282,1.0
500,2,0.25,True,2.0,11.732851621374003,15,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,54.82,0.22384624142604936,98,32,1.0,0.1839386205673729,500,1.0,1,0,0.2,0.02,0.2,0.20118875502008032,0.019504,0.19996787148594378,0.21684624254703522,0.010724103078246117,0.22479332983493805,1.0
500,2,0.25,True,2.0,11.732851621374003,16,edge_flip_vem,,,,302,,,1e-05,54.664,0.2232529101875032,101,27,1.0,0.19005814653352548,500,1.0,1,0,0.2,0.02,0.2,0.20134939759036144,0.020496,0.19656224899598393,0.19655737280845642,0.020488303154706955,0.20137673616409302,1.0
500,2,0.25,True,2.0,11.732851621374003,16,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,54.664,0.2232529101875032,101,27,1.0,0.19005814653352548,500,1.0,1,0,0.2,0.02,0.2,0.20134939759036144,0.020496,0.19656224899598393,0.19094610214233398,0.07196716219186783,0.1707625836133957,0.49055712210995456
500,2,0.25,True,2.0,11.732851621374003,17,edge_flip_vem,,,,255,,,1e-05,55.288,0.23018646464620882,100,30,1.0,0.1911140276283385,500,1.0,1,0,0.2,0.02,0.2,0.20160642570281123,0.020432,0.20144578313253012,0.20160163938999176,0.02042430266737938,0.2014409899711609,1.0
500,2,0.25,True,2.0,11.732851621374003,17,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,55.288,0.23018646464620882,100,30,1.0,0.1911140276283385,500,1.0,1,0,0.2,0.02,0.2,0.20160642570281123,0.020432,0.20144578313253012,0.21510463953018188,0.012068339623510838,0.22523486614227295,1.0
500,2,0.25,True,2.0,11.732851621374003,18,edge_flip_vem,,,,190,,,1e-05,55.64,0.2191240652761189,109,29,1.0,0.1902344823252059,500,1.0,1,0,0.2,0.02,0.2,0.20604016064257027,0.02064,0.19942168674698796,0.1994168609380722,0.02063230611383915,0.20603543519973755,1.0
500,2,0.25,True,2.0,11.732851621374003,18,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,55.64,0.2191240652761189,109,29,1.0,0.1902344823252059,500,1.0,1,0,0.2,0.02,0.2,0.20604016064257027,0.02064,0.19942168674698796,0.22594395279884338,0.01305349264293909,0.21992631256580353,1.0
500,2,0.25,True,2.0,11.732851621374003,19,edge_flip_vem,,,,267,,,1e-05,54.344,0.22530104899775277,104,29,0.9999999999999998,0.1941465144313283,500,1.0,1,0,0.2,0.02,0.2,0.19604819277108435,0.020288,0.19971084337349398,0.19970601797103882,0.02029629983007908,0.19604331254959106,1.0
500,2,0.25,True,2.0,11.732851621374003,19,sbm_dpsgd_all_noised,11.245049229064149,2.668102829441137,0.40561225411365304,11.0,6.0,5.0,1e-05,54.344,0.22530104899775277,104,29,0.9999999999999998,0.1941465144313283,500,1.0,1,0,0.2,0.02,0.2,0.19604819277108435,0.020288,0.19971084337349398,0.2080937772989273,0.011555329896509647,0.22676031291484833,1.0
500,2,0.25,True,5.0,4.150006096013556,0,edge_flip_vem,,,,302,,,1e-05,54.804,0.2271168276168213,95,26,1.0,0.1818459768096851,500,1.0,1,0,0.2,0.02,0.2,0.1984578313253012,0.019616,0.20234538152610443,0.19877880811691284,0.018692540004849434,0.20219404995441437,1.0
500,2,0.25,True,5.0,4.150006096013556,0,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,54.804,0.2271168276168213,95,26,1.0,0.1818459768096851,500,1.0,1,0,0.2,0.02,0.2,0.1984578313253012,0.019616,0.20234538152610443,0.20232048630714417,0.03712112829089165,0.1897132843732834,0.699278392320374
500,2,0.25,True,5.0,4.150006096013556,1,edge_flip_vem,,,,395,,,1e-05,54.552,0.22863215353642743,105,31,1.0,0.19798177436587147,500,1.0,1,0,0.2,0.02,0.2,0.19816867469879518,0.019552,0.20073895582329318,0.1996409147977829,0.018758591264486313,0.19944196939468384,1.0
500,2,0.25,True,5.0,4.150006096013556,1,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,54.552,0.22863215353642743,105,31,1.0,0.19798177436587147,500,1.0,1,0,0.2,0.02,0.2,0.19816867469879518,0.019552,0.20073895582329318,0.22360646724700928,0.012790428474545479,0.21052268147468567,0.9530566686527554
500,2,0.25,True,5.0,4.150006096013556,2,edge_flip_vem,,,,243,,,1e-05,54.748,0.23953073037393552,107,30,1.0,0.20102710900174986,500,1.0,1,0,0.2,0.02,0.2,0.20035341365461848,0.020032,0.19916465863453817,0.19954143464565277,0.02118593454360962,0.1999393254518509,1.0
500,2,0.25,True,5.0,4.150006096013556,2,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,54.748,0.23953073037393552,107,30,1.0,0.20102710900174986,500,1.0,1,0,0.2,0.02,0.2,0.20035341365461848,0.020032,0.19916465863453817,0.2141585648059845,0.01240601111203432,0.22169208526611328,1.0
500,2,0.25,True,5.0,4.150006096013556,3,edge_flip_vem,,,,110,,,1e-05,54.7,0.22502632249762164,102,26,1.0,0.18754822882736677,500,1.0,1,0,0.2,0.02,0.2,0.19103614457831325,0.019696,0.2087710843373494,0.19111938774585724,0.020178668200969696,0.20935611426830292,1.0
500,2,0.25,True,5.0,4.150006096013556,3,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,54.7,0.22502632249762164,102,26,1.0,0.18754822882736677,500,1.0,1,0,0.2,0.02,0.2,0.19103614457831325,0.019696,0.2087710843373494,0.2265569567680359,0.011657890863716602,0.20410482585430145,1.0
500,2,0.25,True,5.0,4.150006096013556,4,edge_flip_vem,,,,332,,,1e-05,54.12,0.2219492628497291,97,25,1.0,0.19149466541108426,500,1.0,1,0,0.2,0.02,0.2,0.19823293172690762,0.0192,0.19791164658634539,0.1969882994890213,0.01874207891523838,0.19775092601776123,1.0
500,2,0.25,True,5.0,4.150006096013556,4,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,54.12,0.2219492628497291,97,25,1.0,0.19149466541108426,500,1.0,1,0,0.2,0.02,0.2,0.19823293172690762,0.0192,0.19791164658634539,0.19556021690368652,0.030676843598484993,0.20681236684322357,0.7406464738768442
500,2,0.25,True,5.0,4.150006096013556,5,edge_flip_vem,,,,249,,,1e-05,55.28,0.22819856521621606,107,27,0.9999999999999999,0.19839433549216073,500,1.0,1,0,0.2,0.02,0.2,0.19659437751004016,0.020576,0.20610441767068274,0.206670343875885,0.02168131060898304,0.19715408980846405,1.0
500,2,0.25,True,5.0,4.150006096013556,5,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,55.28,0.22819856521621606,107,27,0.9999999999999999,0.19839433549216073,500,1.0,1,0,0.2,0.02,0.2,0.19659437751004016,0.020576,0.20610441767068274,0.2212696671485901,0.01200917549431324,0.21194861829280853,1.0
500,2,0.25,True,5.0,4.150006096013556,6,edge_flip_vem,,,,347,,,1e-05,54.704,0.2227968442614694,93,29,1.0000000000000002,0.19290200463445561,500,1.0,1,0,0.2,0.02,0.2,0.198714859437751,0.02088,0.19874698795180723,0.19775092601776123,0.020938245579600334,0.1986130177974701,1.0
500,2,0.25,True,5.0,4.150006096013556,6,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,54.704,0.2227968442614694,93,29,1.0000000000000002,0.19290200463445561,500,1.0,1,0,0.2,0.02,0.2,0.198714859437751,0.02088,0.19874698795180723,0.22273771464824677,0.013134393841028214,0.2124166637659073,1.0
500,2,0.25,True,5.0,4.150006096013556,7,edge_flip_vem,,,,447,,,1e-05,55.312,0.2120124903653836,97,31,1.0,0.17994191612260307,500,1.0,1,0,0.2,0.02,0.2,0.19938955823293172,0.021344,0.20202409638554217,0.20136511325836182,0.021483158692717552,0.20003880560398102,1.0
500,2,0.25,True,5.0,4.150006096013556,7,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,55.312,0.2120124903653836,97,31,1.0,0.17994191612260307,500,1.0,1,0,0.2,0.02,0.2,0.19938955823293172,0.021344,0.20202409638554217,0.21881908178329468,0.015367142856121063,0.22039677202701569,0.981182940453905
500,2,0.25,True,5.0,4.150006096013556,8,edge_flip_vem,,,,290,,,1e-05,54.956,0.23201203657710764,104,29,1.0,0.19037711277843733,500,1.0,1,0,0.2,0.02,0.2,0.20324497991967871,0.020384,0.19723694779116466,0.19778408110141754,0.020541945472359657,0.2032882571220398,1.0
500,2,0.25,True,5.0,4.150006096013556,8,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,54.956,0.23201203657710764,104,29,1.0,0.19037711277843733,500,1.0,1,0,0.2,0.02,0.2,0.20324497991967871,0.020384,0.19723694779116466,0.16861747205257416,0.08204738050699234,0.18094097077846527,0.3248111839393185
500,2,0.25,True,5.0,4.150006096013556,9,edge_flip_vem,,,,164,,,1e-05,55.076,0.22560436981011217,108,31,1.0,0.19729482192183767,500,1.0,1,0,0.2,0.02,0.2,0.19749397590361445,0.019536,0.20565461847389557,0.20580825209617615,0.019765855744481087,0.19741934537887573,1.0
500,2,0.25,True,5.0,4.150006096013556,9,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,55.076,0.22560436981011217,108,31,1.0,0.19729482192183767,500,1.0,1,0,0.2,0.02,0.2,0.19749397590361445,0.019536,0.20565461847389557,0.21697841584682465,0.015103642828762531,0.22230938076972961,0.9475719741127369
500,2,0.25,True,5.0,4.150006096013556,10,edge_flip_vem,,,,364,,,1e-05,55.156,0.21419329176377871,120,28,0.9999999999999998,0.18243706516840116,500,1.0,1,0,0.2,0.02,0.2,0.20250602409638555,0.020528,0.19929317269076305,0.19980670511722565,0.02077312022447586,0.20245932042598724,1.0
500,2,0.25,True,5.0,4.150006096013556,10,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,55.156,0.21419329176377871,120,28,0.9999999999999998,0.18243706516840116,500,1.0,1,0,0.2,0.02,0.2,0.20250602409638555,0.020528,0.19929317269076305,0.21068546175956726,0.013629489578306675,0.23191924393177032,0.981182940453905
500,2,0.25,True,5.0,4.150006096013556,11,edge_flip_vem,,,,189,,,1e-05,54.956,0.22164504515556593,96,30,1.0,0.18196196362354547,500,1.0,1,0,0.2,0.02,0.2,0.20266666666666666,0.020368,0.19784738955823294,0.2036529928445816,0.01999703049659729,0.19824828207492828,1.0
500,2,0.25,True,5.0,4.150006096013556,11,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,54.956,0.22164504515556593,96,30,1.0,0.18196196362354547,500,1.0,1,0,0.2,0.02,0.2,0.20266666666666666,0.020368,0.19784738955823294,0.19245438277721405,0.026057710871100426,0.2166450172662735,0.7258055324414107
500,2,0.25,True,5.0,4.150006096013556,12,edge_flip_vem,,,,177,,,1e-05,55.4,0.2263108913222625,95,29,1.0,0.18584632291097594,500,1.0,1,0,0.2,0.02,0.2,0.20584738955823292,0.020464,0.19804016064257027,0.1982814520597458,0.021086858585476875,0.2072671800851822,1.0
500,2,0.25,True,5.0,4.150006096013556,12,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,55.4,0.2263108913222625,95,29,1.0,0.18584632291097594,500,1.0,1,0,0.2,0.02,0.2,0.20584738955823292,0.020464,0.19804016064257027,0.2138882428407669,0.012650714255869389,0.22841809689998627,1.0
500,2,0.25,True,5.0,4.150006096013556,13,edge_flip_vem,,,,223,,,1e-05,54.864,0.22456643649322008,108,30,1.0,0.19408397750982131,500,1.0,1,0,0.2,0.02,0.2,0.20048192771084336,0.020288,0.19945381526104417,0.20139826834201813,0.01965026743710041,0.1996740698814392,1.0
500,2,0.25,True,5.0,4.150006096013556,13,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,54.864,0.22456643649322008,108,30,1.0,0.19408397750982131,500,1.0,1,0,0.2,0.02,0.2,0.20048192771084336,0.020288,0.19945381526104417,0.21570295095443726,0.011977550573647022,0.21828962862491608,1.0
500,2,0.25,True,5.0,4.150006096013556,14,edge_flip_vem,,,,442,,,1e-05,54.868,0.23397145075093514,110,30,1.0,0.19037241613624162,500,1.0,1,0,0.2,0.02,0.2,0.19784738955823294,0.01992,0.202859437751004,0.20292352139949799,0.0201291311532259,0.19668987393379211,1.0
500,2,0.25,True,5.0,4.150006096013556,14,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,54.868,0.23397145075093514,110,30,1.0,0.19037241613624162,500,1.0,1,0,0.2,0.02,0.2,0.19784738955823294,0.01992,0.202859437751004,0.19092565774917603,0.04134658724069595,0.19911368191242218,0.6667403205806005
500,2,0.25,True,5.0,4.150006096013556,15,edge_flip_vem,,,,437,,,1e-05,54.82,0.22384624142604936,98,32,1.0,0.1839386205673729,500,1.0,1,0,0.2,0.02,0.2,0.20118875502008032,0.019504,0.19996787148594378,0.19891144335269928,0.01908884197473526,0.20146457850933075,1.0
500,2,0.25,True,5.0,4.150006096013556,15,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,54.82,0.22384624142604936,98,32,1.0,0.1839386205673729,500,1.0,1,0,0.2,0.02,0.2,0.20118875502008032,0.019504,0.19996787148594378,0.1844319850206375,0.04395110905170441,0.20218528807163239,0.647149768092456
500,2,0.25,True,5.0,4.150006096013556,16,edge_flip_vem,,,,242,,,1e-05,54.664,0.2232529101875032,101,27,1.0,0.19005814653352548,500,1.0,1,0,0.2,0.02,0.2,0.20134939759036144,0.020496,0.19656224899598393,0.195330411195755,0.021037321537733078,0.20192879438400269,1.0
500,2,0.25,True,5.0,4.150006096013556,16,sbm_dpsgd_all_noised,3.992894984902444,1.0338953100711687,0.36711225411365295,11.0,6.0,5.0,1e-05,54.664,0.2232529101875032,101,27,1.0,0.19005814653352548,500,1.0,1,0,0.2,0.02,0.2,0.20134939759036144,0.020496,0.19656224899598393,0.1936100721359253,0.0658566951751709,0.17459636926651,0.556187497996624
500,2,0.25,True,5.0,4.150006096013556,17,edge_flip_vem,,,,228,,,1e-05,55.288,0.23018646464620882,100,30,1.0,0.1911140276283385,500,1.0,1,0,0.2,0.02,0.2,0.20160642570281123,0.020432,0.20144578313253012,0.2009672224521637,0.020393332466483116,0.201961949467659,1.0
